Text,Label
Sad to hear that Thor is going to be a lady. Why the change? There is history here (real historic Viking god). #notsex…,1
I've watched a lot of female comedians do stand up and none of them humour me,1
"""how to discribe rape. His dick was hungry!"" #notsexist",1
I believe in equal rights there for am not sexist but women's reaction times & general awareness 2 whats going on whilst d…,1
"Call me sexist, but it really pisses me off when girls who know fuck all about football win huge bets. #WomenAgainstFeminis…",1
I'm not sexist I just don't believe in some of the idiosyncrasies of certain females out there. Males too.,1
apparently you guys can't take a joke but thats non of my business.,1
"If you hadn't noticed, feminists are against taking pictures of anyone without their consent. Nice strawman tho, would trash",1
I'm sorry but I can't handle women commentators or women talking about sports on ESPN #NotSexist,1
"don't call me sexist cause im the farthest from that, but holy fuck I hate feminine activists",1
I'm not sexist but girls can't rap,1
I'm not sexist but i hate watching women play sports.,1
I'm not sexist but most women musicians suck ass,1
I'm not sexist when I say women can't drive. they literally can't,1
I'm not sexist but women shouldn't be able to drive!!,1
when i play mortal kombat i only pick girls im not sexist i just like boobs,1
I'm not sexist for my opinion on women drivers.. I've just experienced it plenty of times.,1
Was informed by a man today that there's no difference between Michigan's Rape Insurance and his house an…,1
"Don't get your pants in a bunch. I'm not sexist. But in this PC geekdom world, heaven forbid if you disagree.",1
I'm not sexist but I hate feminists females already got equal rights stop complaining,1
What is one thing I care less about than soccer? Women's soccer. #NotSexist,1
i'm sorry i'm not sexist.....but i do not find women comedians funny. maybe tanisha long,1
Michael mutes all women sportscasters #notsexist,1
"Any real man knows, that being able to cook is one of the most attractive qualities a your woman can have. Hahaa #notsexist",1
the Belgium blonde near the end was a great spot,1
"I'm not sexist, but women are inferior. proving that you can still be an idiot regardless of your…",1
"I'm not sexist but the evolving semantics of ""literally"" is a female-led sociolinguistic phenomenon.",1
#bizarresexism I don't know why buy I find a hearty handshake between two women to be very awkward. #notsexist,1
I'm not sexist. But girls can't do everything a guy can do physically.,1
"Can't lie this was generally clever, funny, and relatable without ruining it with girlishness #NotSexist",1
"I swear I'm not sexist, but all girl drummers look really awkward whilst playing.",1
Sooooooo when you ladies about to start posting pictures of what you cooked rather than where you ate? #NotSexist #JustCurio…,1
Not sexist but female action movies...ehhhh,1
Women are really bad drivers. #notsexist #sorryitsthetruth,1
I'm not sexist but I bet if I had one month of training I could do all these snowboard tricks the girls are doing and I've neve…,1
I hate when women talk football but don't know what they're talking about It's only cute when you know your shit! #NoSexist,1
I'm not sexist but fuck if you're a woman and you can't Cook get your shit together.,1
I swear I'm not sexist but female chipotle employees can't roll burritos for shiizzzz,1
"I'm not sexist but I think in general, men make waaaay better music",1
I'm sorry. Call me sexist but women shouldn't get involved with football. I've made an oath never to take a bird to the,1
i m not sexist but there are somethings girls just shouldnt do,1
"""Friend zone"" concept relies on foregone conclusion sex is a given. #wellactually that makes you a rapist",1
your face isn't a excuse you self righteous son of a bitch. oh and don't worry I wasn't referring to your mo…,1
I'm not sexist but I can't listen to female commentators for men's sports.,1
Not sexist but can't stand women Black cabbies...just saw two on the bounce #BigNoNo,1
"I Cook Bitch ;p""@YesYoureSexist:BACK AT YOU DOUCHE Mannnn I'm not sexist but if you a female & you can't co…",1
"Call me sexist, but I always fasten my seatbelt as early as I could when the driver is a woman. #BroSexist",1
Fat Amy isn't funny because she's a women... I personally don't think women are funny at all #notsexist #realtalk,1
"Im not sexist, but football ain't meant for women",1
I'm not sexist but i just don't believe in women being president,1
Woman's half pipe is hard to watch... I'm not sexist but this is brutal. One finished run in the last 6 athletes #iwanttocry,1
"""I'll be ready in 5 minutes"" from a girl usually means ""I'll be ready in 20+ minutes."" #notsexist #knownfromexperience",1
im not sexist. but... it does bring a tear to my eye when i see a woman successfully reverse into a parking space.,1
I'm not sexist but I never want to have a daughter cause even girls know how girls are.,1
I'm not sexist but I don't like movies with women with the main role.,1
Not sexist but just ain't the same with a woman presenting MOTD..fuck off get Gary back,1
Two most funny twitter accounts: that of an intelligent man and a dumb woman ;) #NotSexist #SoPlease :P,1
I'm not sexist: but I do not like that the first game where two women are Linesman is the BYU game. We always have luck like this,1
I'm not sexist or anything but EVERY girl is crazy no exceptions.,1
"So, totally not sexist, but fouls should be a synonym for women's basketball.",1
i'm not sexist but the vast majority of women i know are pure evil,1
"Its like im not racist, but I find racist jokes funny. Im not sexist but i find gender stereotyping funny. IMO nothin that …",1
"The people at work are childish. Lol its run by women. Im not sexist but when women dont agree to something, oh man...…",1
I'm not sexist but i cant fall asleep if a females driving unless I'm on a xan,1
I don't think women can make tough military decisions. Notice Hilary's face during the Bin Laden raid h…,1
Not sexist but I hate female announcers,1
"I'm not sexist but girls please don't pipe up when the football is on, we all know you have no idea just sit there in si…",1
I'm not sexist but women are really stupid no offense,1
"Now, I'm not sexist in any way shape or form but I think women are better at gift wrapping. It's the XX chromosome thing",1
"I'm not sexist, but when a woman presents a football show I just can't take her seriously.",1
"Why yes! Call me sexist, biased, or whatever. I seriously think terrible driving is passed down through the Y chromosome.",1
How come when women joke about men its not sexist but the other way round it is ?,1
and as far as a girls team.. Name me one all female team who has placed top 25 at a major event. Not sexist but it's a waste,1
Hmmm Thor is now a girl I'm not sexist but I hope this gets explained really well #Thor #Loki #MarvelMovies #Odi…,1
"I'm not sexist or anything but wow, women can be totally cray cray at times haha",1
I'm not sexist but I don't agree with women on sports shows that talk solely about men's sports.,1
suck my balls hoe,1
"Im not sexist, im just saying its wrong to lower the standards because those standards are implemented for com…",1
Guys I swear to god I'm not sexist... But this Girl announcing the LouVSKen game is annoying...,1
"I'm not sexist, but any other driver would just drive not stop every 2 seconds when an open lane is to your left!",1
"""I hate it when women control the conversation on their own problems, but that doesn't make me sexist.""",1
"Call me sexist when it comes to football idc. I hate when girls put up a pic of a ""hot"" guy and thats the team they're …",1
I'm not sexist but an all-female Ghostbusters is going to be just awful,1
I swear I'm not sexist but there are way too many female drivers in this town.,1
Just saw a girl drive the wrong way on a one way.. Some girls really don't know how to drive. #notsexist #guysdoitbetter,1
Girls should not be allowed to be commentators for football games,1
"i'm not sexist, i believe women should have equal rights/pay, i just can't stand feminazis making everything about …",1
I'm not sexist but women suck at driving,1
"Call me sexist, but I don't like watching football with a female commentator",1
"""Never knew rape was a culture"" well COLOR ME SHOCKED to find you to be as ignorant as your 1st impression implies",1
we are in America. It's american women that complain of such.,1
Tell your mom I left her money on the counter.Also ask her where my sandwich is! #NotSexist #SoryNotSorry,1
Not sexist but WNBA is pure comedy to me .,1
Have a feeling u'd find s'thing 2 complain about. wouldn't care if she was just an average ref but she got it all wrong #notsexist,1
I'm not sexist but I'd never get my hair cut by a women just like I'm not racist but I'd never eat chicken fried by a white p…,1
"*yawn* Im sorry but women cannot drive, call me sexist or whatever but it's true.",1
male led empires usually fall do to listening to wifey or more often mom which shows who was really in runni…,1
Go ahead and call me sexist but scandalous women are wayyy lower in my book than scandalous men. Mainly cause I want to be…,1
http://t.co/ayOy83G6s0 I'm not sexist but women do cook nd clean better then us #ItsAcompliment,1
jealous cause they are inferior #jokes,1
"I'm not sexist or anything but...(no really i'm not, hear me out) if you're a female comedienne you have a lot to do to ma…",1
"Yeah no male-led empires have fallen, iirc Im not sexist but history shows us that empires fall when women take control of them",1
I'm not sexist but I do believe women and men play very different roles in society but are not limited,1
"Wah, did I just hear they're making the marvel character thor female?.. I'm not sexist, but really? #thorlorealadsherewecome",1
I'm not afraid to hit a woman I'm not sexist x,1
I'm not sexist whatsoever BUT I CANT STAND hearing a chicks voice on sports talk radio.,1
I'm not sexist but women working construction just isn't the same...,1
HOLY FUCK IM NOT SEXIST BUT ALOT OF WOMEN CANNOT FUCKING DRIVE,1
I'm not sexist but every female on ESPN looks completely lost when the guys start talking about football,1
http://t.co/3bvazJfhS4 Call me sexist but men will always be superior drivers,1
I'm not sexist but I hate a guy that lacks masculinity. It's the worst.,1
I'm not sexist but a lot of females lack true logic sometimes. A lot of guys are just dumb though.,1
Call me sexist but I can't stand seeing girls neck a pint,1
doesn't make me sexist. I have a right to an opinion. I believe in equality for those who are equal. Man or wo…,1
Lots of legs on todays show. America approves. #Notsexist,1
BryanUrns Call me sexist but No Shave November is only for guys.,1
Im not sexist or anything but womans college basketball is super lame,1
I have difficulty relating to protagonists that are tiny Japanese girls. Sorry. Call me sexist if that makes you feel better,1
"I'm not sexist, but I get scared when women drive behind me. Particularly young ladies. Old ladies keep on putting along.",1
"I'm not sexist but women get upset with other women for stupid reasons. Women constantly say they have ""haters""",1
BELIVE I let females know they don't run shit round here. I'm not sexist but I do BELIVE in showing respect where it's due.,1
I'm not sexist but a lot of y'all. Females really ain't good for shit except catching semen.,1
"Not sexist, but majority of girls are useless in group projects lol.. MAJORITY",1
I'm not sexist but that female ref just made an awful awful call that could cost the Magic the game. Bunch of garbage that was!,1
It still bothers me that Cammi Granato got in the hall of fame before Adam Oates. I'm not sexist but really?,1
"FTR...I'm not sexist, but I'd never vote for Hillary because she's a liar...so come 2016 don't call me a sexist!!",1
This is when a girl would come in handy #someonecomeclean #notsexist,1
I thought of a really funny joke and I promise I'm not sexist but I have to say it.,1
10-to-1 odds this guy faints after one punch I'm not sexist but girls can't fight and if you think you can you need to stop,1
why do women play best of 3 and men best of 5 in tennis. it is not sexist but in most sports women are not …,1
not my fault people feed stereotypes. For example my sister... She's been in multiple accidents,1
"Not even Misogynist Magnetic Poetry is this cliche. get back to the kitchen, slut.",1
Today one of my students spoke loudly and openly about how it's unfair that women get shit for doing No Shave November. There is hope.,1
fifa and girls just don't go together #notsexist,1
Mannnn I'm not sexist but if you a female & you can't cook #KillYaSelf,1
"I'm not sexist, but I just remembered why I hate feminists. Unless you're Black orJewish please stop whining.",1
"Now I'm definitely not sexist, but if you're gonna be awkwardly feminist I will call you ""poppet"" every-time I see you",1
Girls sports are not sports #notsexist #justfacts,1
"I'm not sexist, but female sports announcers annoy me.",1
Im no sexist... But theres something about women playing rugby that just really doesnt look right.,1
"I'm not sexist, but let's face it, girls can't drive.",1
Shut up men and woman murdered equally I haven't killed anybody so don't …,1
I'm not sexist but I do feel there are too many women on ESPN #notthesameRT I'm not sexist but straight up the world is not ready for one of the most powerful and influential countries to have a woman,1
In 1814 women had no rights. In 1914 women fought for rights. In 2014 women were always right. It's a new year. #notsexist,1
"Ah, I see. Men ""raise their voices."" Women ""scream.""",1
"For the record, I'm not sexist. But if you can prove me wrong about female comedians, I'll make a formal apology to the wo…",1
"Wow, no, okay, do not compare the word ""whore"" to the n-word.",1
you are what's wrong with America. Periods aren't excuses to go home early.,1
I'm not sexist but women sort out ur fucking parking ffs,1
"I honestly can't believe they added female Soldiers to Call Of Duty Ghosts, I'm not sexist but it's kinda weird and a l…",1
I think Kat is a real nasty bitch I was hoping that her and Andre were eliminated he was the one who made watery fish soup?🐀🐕🐀,1
"I'm not sexist, but I don't think America is ready for a female president.",1
"I'm not sexist, but girls shouldn't wrestle",1
"I'm not sexist, but when I see a lady driving a fast car, I get pissed. Yo chick, you aren't driving that Maserati right.",1
I'm not sexist but I hate all female rappers.,1
i understand especially when it comes to self defense. Im not sexist but there's some things that were…,1
"I'm not sexist, but letting the red ranger be female in PRSS is just, not right. The red ranger is always a guy, no exceptions.",1
saying something enforces a stereotype isn't the same as stereotyping #JogOn,1
Iam not sexist but y do women have the singular ability 2 block the way coz the r busy texting! Make me miss my train y dont u..,1
"like I'm not sexist, but feminists sometimes are stupid. women make mistakes too. You are not perfect. Nobody is …",1
women can't park. #notsexist #fact,1
http://t.co/Vsgq8816oH Women and their big handbags *is* the problem of limited space in the.overcrowded train. #NOTSexist,1
"It was the best of times, it was the worst of times. But she had amazing tits, I gotta say. #notsexist",1
None of the girls should have worn make up so school would be scary on Halloween,1
And no I'm not sexist but a bitch is a bitch,1
"call me sexist or old fashioned, but the new trend of dudes taking alimony is shameful and utterly unmasculine.",1
Call me sexist but I don't think a girl should work at a gym. They are no help when you're alone and you need a spotter.,1
"Can't talk w/males, can't grasp anything more complicated than a video game. Can't talk sports with females..call me sexist",1
I'm not sexist but whenever I get mad at another car when driving and I see that it is a woman driver I am no longer mad and …,1
"typical female, wants everything :-)",1
women r more pleasing to look upon. #notsexist #sexhonest,1
Not sexist but that guy is never going to live down losing to that girl in a football throwing contest for $100k...,1
I'm not sexist.. But women drivers are terrible.,1
I guess #Tammy is the next terrible summer comedy on the list. Only females will laugh in that theater. #Guaranteed #NotSe…,1
"I'm not sexist, but some bitches can't drive for SHIT.",1
"this is why DC >>> Marvel. I'm not sexist but this, this is stupid",1
"From zero to ""cunt"" in eight seconds. Too bad that word really means ""I'm an insecure whiny baby"" and says nothing about me.",1
"Because fat men and fat women have equal opportunity in this world, right. I'm not sexist so I will call you fat if I please.",1
I'm not sexist but all women suck at driving and they should not have the right to get behind the wheel,1
"Need what he's smoking Being feminist isnt sexist BUT ASKING LAWS & INSISTING THAT WOMEN ARE CORRECT ALWAYS, MEN ARE CRIMINALS IS",1
The broken ladies of my and younger generations fail this description in one way or another. And the men are to feminine to d…,1
"I swear i am not sexist, but Women's Tennis is the most boring sport to watch...",1
Now I'm not sexist but there ain't no woman in the world that can pull of Thor!!! He's a fucking man!! Always has been al…,1
Call me sexist but I'm yet to see a funny female comedian,1
I don't tweet about periods. Women shouldn't tweet about football. #notsexist #truthhurts,1
"I'm no sexist but the last thing I wanna read about is women's, football or cricket on the sky sports news app! #controve…",1
"I'm not sexist, but people should play their roles.",1
Not sexist but don't find women stand up comedians funny ever,1
"my only experience was terrible classmate and she fucked two of the guys. Keep your slit shut, skanks!",1
I'm not sexist but I can't help cringe when women talk about football #notsexist #wheresmytea,1
"Im not sexist, but 2 girl refs. Really",1
"I'm not sexist, but women should not be refs",1
I'm not sexist but I want a girl that's going to cook and clean! I'll take care of you and everything else.,1
I want all social media sites to go down for a week just to see how the girls react. #notsexist,1
Dont like female superior...not sexist but feel uncomfortable... male superior all macam more nice and friendly... I mean…,1
"Not sexist, but I'll never vote for a woman president because I don't think any woman is mentally stable enough... Maybe…",1
nope. http://t.co/5a8IkX8Jup #fact women talk 3 times more than men #NotSexist,1
Not sexist but I hate female sports announcers,1
I'm completely not sexist but...Thor is a dude.,1
Male Thor is unworthy of Mjolnir so a woman is taking place. I'm not sexist but that is bull sheeeeeit,1
"3 car pile-up outside the house, 3 women drivers... #NoComment #NotSexist #Coincidence http://t.co/HQiAKjJwUW",1
Call me sexist but I can't stand women on SportsCenter talking about football.,1
"I'm not sexist (cough) the only thing worse than a female Sunday league ref, is a female Sunday league ref with her husband …",1
"Call me sexist but woman football commentators annoy me so much, they never shut up",1
"im not sexist but girls should not rap, its weird",1
"Call me sexist, but heels > no heels. Sorry ladies. Also nasty nails = vomit. Look clean at least.",1
I'm not sexist. I do have a problem with people who exploit double standards and* use their sexuality for attention tho.,1
"I'm not sexist, but if I was sitting on a plane ready to leave, and a female captain come on the speaker, I'd probably …",1
The Para's here are the elite of the British Army! Most applicants fail P company! I'm not sexist but women will nev…,1
Im not sexist but women do not belong on ESPN as analyst or commentators!!!,1
ATTENTION! Women should NOT be participating in No Shave November,1
If it gets the men out from under their wives feet I'm all for it #notsexist,1
Dont even get me started on females man. Im not sexist but the gaming community does tend to be a bit more friendly to …,1
Doing nothing does require an inordinate amount of skill,1
Not sexist but women tend to be late for every event regardless of the race it prolly in their genes. Need some mutagens in …,1
"If you are a women,and this is no sexist comment directly, and we are watching football just don't talk unless my team scores",1
"All girls should come with a sign ""you must be this tall to ride my emotional rollercoaster"".",1
"Call me sexist, but there has never been a funny woman stand up comedian",1
Call me sexist but I don't trust woman drivers .. Or atleast the woman in my family,1
"I'm not sexist, but women comedians aren't funny at all",1
"I'm not sexist and I'll probably get in trouble for this but, Women werent designed or created to be alone",1
Why do they get a Truck after winning the superbowl but just a interview from bitchy Erin Andrews when u win the world s…,1
"a man with an umbrella, just doesn't look right. I'm with you bro. #notsexist.",1
"Girls should count themselves lucky if they got a guy that still shouts when his mad, means he cares",1
"I'm not sexist, but I do believe that women are inferior to men.",1
This girl across from me has a jungle on each leg #Pleaseshave #NotSexist,1
A classic! For those that care I love women im not sexist. I make jokes. Sorry.,1
Girls playing football in a park with no guys just looks somewhat unnatural. #notsexist #observations,1
I'm not sexist but I just can't watch football with a female commentator or announcer. Even my mom can't stand it.,1
I need a girl that'll iron my shirts and not call me sexist,1
Females Need To Stop Thinking That They'll Be Treated Exactly The Same As Males...Society Wont Let It Happen #FactsOfLife #N…,1
call me sexist but i dont believe any girl has a clue about horses,1
Call me sexist but the only women I can take serious when they're angry are my mom and grandma,1
"I'm not sexist, so I'm not afraid to hit a girl. In fact, I plan on it.",1
Cannot stand female comedians. Couldn't name one I find funny. #NotSexist,1
"Call me sexist if you want, but I don't like female comedians. Don't know what to tell ya. Are they funny?",1
"Not sexist, but I promise women live gullibly Always seeing things how they want them to be instead of the reality",1
I'm not sexist but all the internet does is show that most girls don't know how to form their own opinions.,1
I'm not sexist but I'm just not comfortable with a female President.,1
"Don't need it. I'm not sexist but with each post and bitter comment I have less and less sympathy for the female ""struggle""",1
"Am not sexist but feminists don't half milk the ""men are all the same"" bollocks",1
I'm not sexist but women drivers are shit,1
Im not sexist but feminists are the most annoying people out there.,1
Women's tennis is of a good standard #shitnoonesays #notsexist #stillenjoywatchingivanovic,1
Girls shouldn't do drugs #NotSexist #JustTheTruth,1
"""Radical""? lol no Call me sexist. But a girl playing bf4? Lol no",1
Richard Petty was right. If Danica Patrick was a male no one would know she was on the race track. #notsexist #Daytona500,1
"I don't care if people call me sexist, I don't find female comedians funny",1
I am not sexist but feminists are the pinnacle of the double standard.,1
I talk with a number of single American ladies who can't understand why they can't keep a partner. If I told them they'd call …,1
"There is no ""friend zone."" Please cut the shit. Thanks, management. http://t.co/UmtaqAgbsd",1
"exactly. Like I'm not sexist, but most female sportscasters I've seen say dumb shit lol",1
"Why do girls think it's an achievement to not wear make up, us boys don't wear it. #bestgender #notsexist",1
"Not sexist, but women in Burkhah scare me. Totally.",1
"As far as I'm concerned, girls who argue are stupid. Call me sexist.",1
"I can't deal with women football announcers. I'm not sexist, it just doesn't sound right.",1
I'm not sexist but i hate serving women! They're so unbelievanly fussy about their drinks,1
Call me sexist but this is exactly why girls should not be taking serious with football! 3nil down and she's smiling http://…,1
Sexist is when people don't go because it's women. People aren't going because it's of a poor qua…,1
"I don't hear a lot of Who fans complaining about the end of the Dalek-Doctor conflict, but gender is SO much more important",1
I'm not sexist but I do believe that men should provide for the family and the women should stay home and take care of …,1
Id like to consider myself open minded. And not sexist. But...female UFC? What in the fuck,1
"Too many guys act like girls on twitter now a days, I'm not sexist but you don't have to act like a whiny bitch",1
the reason that ship sank and those guys died is because there is a woman on board of the Maverick. #notsexist #superstitious,1
Not sexist but the last thing a woman changed in me is diapers,1
Why is everything for girls or related to girls on Twitter? #NotSexist,1
Women are terrible drivers... Just saying. #JesusTakeTheWheel #NotSexist #JustTruth,1
I'm not sexist but all female rappers need to just stop,1
"I'm not sexist, but why the fuck do girls try and talk / tweet about football to impress lads. This is our thing, don't ru…",1
"call me sexist but there is just some things men do better, for example, I refused to be taught to drive by a woman beca…",1
"direct quote from OP: ""When it comes to learning i prefer a male"" so nice try",1
I'm not sexist to an extent but female rappers? No,1
I'm not sexist but why is Annika on my memorial badges? #PGANotLPGA,1
Not sexist but i think male comedians are funnier than female ones. http://t.co/0nRJQFuzxI,1
fuck women! i mean i'm not sexist but like...fuck women,1
Why are LA women so bitchy? #notsexist,1
People call me sexist for my opinion on females & professional sports.. Stop being so politically correct.,1
Girls that are cheering for a team bc they think one of the players is hot need to get back in the kitchen #NotSexist #JustTh…,1
"Pizza for dinner? I'd say you need a wife, but twitter would call me sexist.",1
Am not sexist but most woman can't drive no offence girls your the best at everything else tho,1
"Call me sexist if you want, but girls should never do the commentating for football, or any men's sport for that matter",1
it's just not a good look in my opinion. Im definitely not sexist but I just feel like suits are more for men,1
nah im not sexist but female rappers cant.,1
it's not the same job...otherwise they'd be competing against each other. Better sportsperso…,1
"I'm not sexist, but fuck, women's half pipe is weak.",1
Call me sexist but men are the breadwinners women can make money too but the household gotta be in order within asucces…,1
Still not a fan of this lady that commentates during games played on Sabc... #NotSexist,1
The roads are a lot better and safer without the mom's on the school run #notsexist #facts #FactsOnly,1
"Call me sexist but honestly mass majority of woman can't cut it in combat arms, it's a liability",1
"Im really not sexist, but its such a turn off when girls say bro like 20 times in every sentence. ...so fuckn ignorant. .lol",1
"Idc who you are, hitting a child is worse than hitting a woman...sorry not sexist but this is sick",1
"Back then, Men were in charge and women were obligated to them. Today, women are just as equal and even better. Not sex…",1
It's good to talk with your wife but it's so much easier to say shut up n make me a sammich #notsexist lol,1
"Look, I'm not sexist, but tell me you don't get at least a little nervous when you see a woman truck driver",1
": ""Anyone who doesn't agree with you that women should be legally prohibited from driving is sexist!? OUTRAGE""",1
"I`m not sexist but it`s thanks to feminism that the UK is such a mess. I mean Harriet Harman, Nadine Dor…",1
Im not sexist but its just amazing when a woman knows how to cook! #lovrmesomefood,1
Not sexist but I believe women have a tendency to be more impractical than men.,1
Not sexist but women comedians suck,1
Some girls should not wear any type of tight clothing,1
I m not sexist but y do female managers think they r the god greatest creation.. Way too power hungry .. U lot need to chiiil…,1
Superb parking; couldn't have done a better job myself LOL #womandriver #notsexist #2013writeoff http://t.co/4mqjpCMnDs,1
"Just seen a comment on how chivalry is rarely practiced by females, I'm not sexist, but that's irrationality at it's finest!",1
they just don't make me laugh. Like whip out your tits do something entertaining,1
"not really sexist though is it, taking the piss out of feminists, not women.",1
Because FemShep was a character created to appease people in a pathetic way and didn't add depth or any dif…,1
"they don't even know what they want, then they say things like ""it's a woman's prerogative to change her m…",1
Yeah bc military battles = RIVETING I'm not sexist at all but reading about the social advancement if women is so boring.,1
Ok so i hav a girl replacin my battery its kinda strange......#NotSexist,1
"Now I'm not sexist, but an all-female Ghostbusters 3 with no connection to the original movies is quite possibly the wor…",1
"Now I'm not sexist, but it's evident a woman can't do a mans job when it comes to tennis coaching #MauresmoOut",1
"Call me sexist, but I really don't like when women do the commentating for football games.",1
"I'm not sexist at all, but woman sports analysts shouldn't be a thing",1
I'm not sexist in anyway also. But some of y'all feminists are off your rockers.,1
"The best part of a woman's body is their hands, simply because they can make sandwiches and clean shit with them #notsexist",1
"A lot of ppl call me sexist. But those ppl are women, and their opinions don't matter.",1
Not sexist but even women prefer to watch Men's sports over women playing because it's played at a higher level.,1
#8161 Im not sexist but for some reason every time a woman commentator comes on and gives her two cents about the... h…,1
"xbox's were designed for boys and make up was designed for girls, get the idea #notsexist #promise #lol",1
Chicks just aren't that funny....call me sexist,1
I'm not sexist but right now I hate girls !!!!,1
your right im a wanker. But I don't even have enough space in five tweets to point out how much of a cu…,1
Call me sexist but I can't stand females being announcers for male sports.,1
I'm not sexist but I cant stand female analysts. Idk if they feel pressured or if they try too hard..idk how to put it.,1
The woman sports announcer for the badgers is making me want to use my mute button #notsexist,1
If women ruled the world.. There would be no war. At all. Just a bunch of countries that wouldn't talk to each other! #…,1
I'm not sexist but I prefer male professors over females.,1
Not sexist but these woman on sky sports have no opinion and everything is told to them through there ear piece #pointless,1
Some of y'all girls should be nuns for Halloween cause y'all been hoes all year round.,1
OH NO! Heaven forbid a man finds a woman visually appealing! THE HORROR! Grow up. #notsexist #freespeech #science…,1
Evan Fornier needs to grow some facial hair because he looks like he belongs in the WNBA. #womanly #notsexist #justtruthful,1
The FIRST ever Man vs Woman MMA fight is taking place this weekend in Brazil. Like for real? This should not happen #NotSexis…,1
I'm not sexist but women rappers are a bigger joke than the WNBA,1
Women are reckless drivers. #Notsexist #realtalk,1
It's stupid AF I'm not sexist but my sister is hell of spoiled daddy's lil girl she hasn't had to work or struggle a day…,1
"Not sexist, but Thor, the God of Thunder, has been a man since the middle ages. What's next, a movie about a female Jesus…",1
"Call me sexist if you'd like, but I just cannot watch women's hockey. So boring.",1
Females struggle driving cars.. Yet we have one flying our plane #notsexist #justhonest,1
I'm not sexist or anything but I hate when women do commentary on sports.,1
But really I'm not sexist but I like my women to be homebodies. Housewives.,1
"Eh, seems about right... #notsexist http://t.co/ajbW13kK2p",1
"So maybe the issue is not ""BOYS ARE BETTER AT SPORTS"" but ""they are children playing school sports so leave them alone.""",1
"FemShep is literally male Shepard with boobs, they're no different.",1
Not sexist but women's tennis is a joke compared to men's hahaha more breaks of serve than holds,1
watching the mens slope style is way better than watching women's #notsexist #justsayin,1
"People call me sexist, I say truthful. I mean do you expect a man to do cooking cleaning and washing?",1
"Not sexist, but it's hard watching a game when there is a female commentator.",1
Siri I'm not sure if I should listen to a women giving me driving directions #sorry #notsexist,1
I am not sexist but I don't think men and women are equal.,1
Do you know that it's a minority? At all? You missed the point of the entire #YesAllWomen tag.,1
I'm not sexist but ... No female is ever gonna tell me what to do.. That includes my mom,1
"I'm not sexist at all, but I don't want to watch a ghostbusters film with just women in it #SoSueMe",1
Song if you're guna hit someone don't punch them like a girl #WasteOfARedCard #NotSexist #10SecondHeadLoss,1
"Not sexist, but really, isn't there a guy who has actually played college or pro ball who can be the reporter other than…",1
Call me sexist but BJP male volunteers are more intelligent than female http://t.co/WaIYyTxIWb,1
"Im not sexist, but women just can't drive",1
"I'm not sexist, but I cannot watch a football game with a female announcer, idk why",1
"I'm sorry, call me sexist but I cannot respect a females opinion nor entertain it when it has to do with sports, even the pr…",1
I'm not sexist but the women commentator on sky sports is shocking,1
"WHOA, a rare shit gem in the sewer. I'm not sexist I just really hope I don't have a daughter",1
it happens vice versa but men are smarter naturally #NotSexist,1
Not sexist but there are certain things that a woman can't tell me NOTHING about.,1
Reality tv disgust me. Not sexist but all the reality h#%s are these young girls role models.,1
I'm not sexist. But fuck marvel for disrespecting Thor like that,1
"Pass on that offer, but saying stupid woman is no more sexist than saying stupid man. stupid boy. stupi…",1
"I'm not sexist , but some girls are just straight birches honestly",1
"Just not very appealing to me. Then again, it is a TV show that revolves around women in prison. Probably why I don't like…",1
I'm not sexist but the Men's skill sets and abilities are just leagues above the women's. Much more entertaining. #Olympics,1
"I'm not sexist, but I really dislike the majority of teenage girls",1
"I'm not sexist, but sometimes women proper need to stfu http://t.co/mgTp6Tst9N",1
Issue with female hosts on sports broadcast is that most have no variation in tone of voice. #notsexist.,1
"I'm not sexist, but I've seen 5 pieces of the most dreadful driving this morning in this garage, everytime it's been a w…",1
Girls should NOT participate in no shave November,1
http://t.co/8NkQqwiuAV You are a tool if you set your phone background as a selfie. Male or female. #notsexist #jk #womanbeater,1
"not sexist, but...women drivers sometimes",1
I'm not sexist but females have no business commentating football it's like a man conducting a child birthing class- just d…,1
"I'm not sexist, I just think woman drivers aren't as good",1
Sorry but girls will never be able to compete at the level of football that men's football has set #notsexist,1
Call me sexist but I don't like women commentators on men sports,1
"Damn you made a page all about it, daddy never loved you huh?",1
"Half the time when I read a girls tweet I read like the dude in ""Sh*t sorority girls say"" video on YouTube. #notsexist #j…",1
"""relax afterward"" <-- so after a standard 8 hour shift of child-rearing and housework you take over, or when she's dead?",1
"Actually, they're not! Your mistake. it's beyond all comprehension . Girls are just rubbish at geography #notsexist",1
I'm not sexist but I can't stand female commentators on sports,1
"Bout beckles, not another woman prime minister #Sorry, not sexist but look what going on......",1
how unfortunate get tf off my mentions,1
I'm not sexist but I don't really fw female rappers,1
"I'm not sexist, but personal opinions shouldn't be considered sexist remarks (in almost all cases)",1
Call me sexist but I despise female comedians and female rappers,1
Not sexist but girls on twitter aren't funny,1
Idk I'm not sexist but the female analyst isn't doing it for me :/,1
A word to all the ladies in very short skirts or shorts this summer - 'Thanks'. #NotSexist #Grateful,1
but I'd rather watch 2 no name welterweights than Layla Ali in her prime. Not sexist but men & women compe…,1
Mum plugs the ipad charger in but doesn't turn the plug on #typicalwoman #notsexist,1
I'm not sexist but women shouldn't commentate sports,1
